SCT/SCT111+1.p, Unsat
SYN/SYN948+1.p, Unsat
SWB/SWB070+1.p, Unsat
KLE/KLE009+3.p, Unsat
KLE/KLE015+1.p, Unsat
LCL/LCL644+1.010.p, Unsat
SWV/SWV398+1.p, Unsat
NUM/NUM479+1.p, Unsat
GEO/GEO188+3.p, Unsat
GEO/GEO198+3.p, Unsat
SEU/SEU162+2.p, Unsat
GEO/GEO244+3.p, Unsat
HWV/HWV104+1.p, Unsat
GEO/GEO660+1.p, Unsat
SWC/SWC146+1.p, Unsat
SWC/SWC045+1.p, Unsat
GRP/GRP642+4.p, Unsat
CSR/CSR017+1.p, Unsat
KLE/KLE141+1.p, Unsat
SWV/SWV121+1.p, Unsat
GRP/GRP654+3.p, Unsat
CSR/CSR092+4.p, Unsat
REL/REL016+3.p, Unsat
ALG/ALG136+1.p, Unsat
LCL/LCL636+1.001.p, Unsat
SWC/SWC111+1.p, Unsat
TOP/TOP030+1.p, Unsat
GEO/GEO293+1.p, Unsat
NUM/NUM683+4.p, Unsat
ALG/ALG232+1.p, Unsat
KRS/KRS256+1.p, Unsat
NUM/NUM597+1.p, Unsat
SEU/SEU400+1.p, Unsat
GEO/GEO227+1.p, Unsat
CSR/CSR115+66.p, Unsat
CSR/CSR100+5.p, Unsat
GEO/GEO297+1.p, Unsat
SEU/SEU292+2.p, Unsat
GEO/GEO125+1.p, Unsat
CAT/CAT035+1.p, Unsat
GEO/GEO529+1.p, Unsat
SEU/SEU251+2.p, Unsat
SEU/SEU281+2.p, Unsat
SWV/SWV074+1.p, Unsat
GEO/GEO183+2.p, Unsat
SWV/SWV136+1.p, Unsat
SWC/SWC266+1.p, Unsat
KRS/KRS116+1.p, Unsat
LCL/LCL646+1.005.p, Unsat
SWV/SWV022+1.p, Unsat
NUM/NUM655+4.p, Unsat
NUM/NUM481+3.p, Unsat
SEU/SEU198+1.p, Unsat
LAT/LAT344+2.p, Unsat
REL/REL030+3.p, Unsat
SET/SET201+3.p, Unsat
KRS/KRS118+1.p, Unsat
SWW/SWW336+1.p, Unsat
NUM/NUM490+3.p, Unsat
SWW/SWW362+1.p, Unsat
SWV/SWV225+1.p, Unsat
SCT/SCT163+1.p, Unsat
ITP/ITP002+2.p, Unsat
NUM/NUM786+4.p, Unsat
GEO/GEO560+1.p, Unsat
REL/REL046+1.p, Unsat
KRS/KRS289+1.p, Unsat
PRO/PRO009+1.p, Unsat
CSR/CSR045+1.p, Unsat
SEU/SEU254+2.p, Unsat
ALG/ALG224+2.p, Unsat
SYN/SYN044+1.p, Unsat
NUM/NUM663+4.p, Unsat
NUM/NUM516+1.p, Unsat
MGT/MGT046+1.p, Unsat
SCT/SCT138+1.p, Unsat
SET/SET097+1.p, Unsat
SWV/SWV031+1.p, Unsat
SEU/SEU357+2.p, Unsat
SWC/SWC037+1.p, Unsat
CSR/CSR109+7.p, Unsat
SWW/SWW470+7.p, Unsat
GEO/GEO285+1.p, Unsat
HWV/HWV051+2.p, Unsat
GRP/GRP638+4.p, Unsat
CSR/CSR090+5.p, Unsat
SWW/SWW871+1.p, Unsat
GEO/GEO215+1.p, Unsat
LCL/LCL530+1.p, Unsat
NUM/NUM861+1.p, Unsat
SWW/SWW474+6.p, Unsat
SWW/SWW338+1.p, Unsat
ALG/ALG170+1.p, Unsat
NUM/NUM622+3.p, Unsat
SWW/SWW246+1.p, Unsat
SWC/SWC130+1.p, Unsat
CSR/CSR094+3.p, Unsat
SWV/SWV182+1.p, Unsat
GRP/GRP627+4.p, Unsat
SWW/SWW174+1.p, Unsat
ALG/ALG064+1.p, Unsat
SWV/SWV387+1.p, Unsat
LCL/LCL658+1.005.p, Unsat
MGT/MGT050+1.p, Unsat
NUM/NUM563+3.p, Unsat
LCL/LCL486+1.p, Unsat
SWC/SWC391+1.p, Unsat
SEU/SEU397+2.p, Unsat
GRP/GRP652+4.p, Unsat
CSR/CSR072+6.p, Unsat
GEO/GEO169+2.p, Unsat
NUM/NUM623+3.p, Unsat
CSR/CSR069+1.p, Unsat
CSR/CSR014+1.p, Unsat
SWB/SWB049+1.p, Unsat
SWC/SWC214+1.p, Unsat
SEU/SEU440+1.p, Unsat
CSR/CSR088+4.p, Unsat
NUM/NUM926+7.p, Unsat
CSR/CSR116+42.p, Unsat
GEO/GEO264+1.p, Unsat
NUM/NUM613+1.p, Unsat
SWW/SWW098+1.p, Unsat
CSR/CSR082+1.p, Unsat
SWC/SWC080+1.p, Unsat
ITP/ITP009+4.p, Unsat
RNG/RNG058+2.p, Unsat
LAT/LAT298+2.p, Unsat
KLE/KLE140+1.p, Unsat
LCL/LCL468+1.p, Unsat
NUM/NUM691+4.p, Unsat
SEU/SEU240+1.p, Unsat
SYN/SYN922+1.p, Unsat
NUM/NUM500+3.p, Unsat
MGT/MGT029+1.p, Unsat
CSR/CSR115+23.p, Unsat
LCL/LCL564+1.p, Unsat
SEU/SEU248+2.p, Unsat
SWV/SWV451+1.p, Unsat
CSR/CSR212+1.p, Unsat
LAT/LAT325+2.p, Unsat
SWV/SWV172+1.p, Unsat
SWW/SWW381+1.p, Unsat
RNG/RNG063+2.p, Unsat
HWV/HWV097+1.p, Unsat
SET/SET990+1.p, Unsat
GEO/GEO600+1.p, Unsat
KRS/KRS115+1.p, Unsat
SEU/SEU297+2.p, Unsat
GEO/GEO627+1.p, Unsat
LCL/LCL549+1.p, Unsat
CSR/CSR115+32.p, Unsat
CSR/CSR116+15.p, Unsat
SYN/SYN349+1.p, Unsat
PHI/PHI014+1.p, Unsat
CSR/CSR063+6.p, Unsat
NUM/NUM746+4.p, Unsat
SET/SET766+4.p, Unsat
NUM/NUM492+3.p, Unsat
COM/COM020+4.p, Unsat
LCL/LCL650+1.015.p, Unsat
HWV/HWV102+1.p, Unsat
SWC/SWC287+1.p, Unsat
NUM/NUM923+2.p, Unsat
SWV/SWV372+2.p, Unsat
SWW/SWW235+1.p, Unsat
SWW/SWW369+1.p, Unsat
SWC/SWC256+1.p, Unsat
KRS/KRS217+1.p, Unsat
ALG/ALG038+1.p, Unsat
ITP/ITP021+5.p, Unsat
GRP/GRP650+2.p, Unsat
SEU/SEU125+1.p, Unsat
CSR/CSR050+5.p, Unsat
CSR/CSR096+6.p, Unsat
SWV/SWV223+1.p, Unsat
RNG/RNG057+1.p, Unsat
SYN/SYN938+1.p, Unsat
SCT/SCT107+1.p, Unsat
SET/SET638+3.p, Unsat
KLE/KLE170+1.004.p, Unsat
SWB/SWB001+4.p, Unsat
REL/REL005+1.p, Unsat
KLE/KLE027+1.p, Unsat
LAT/LAT336+1.p, Unsat
KRS/KRS085+1.p, Unsat
ALG/ALG105+1.p, Unsat
CSR/CSR116+5.p, Unsat
SCT/SCT131+1.p, Unsat
SWW/SWW278+1.p, Unsat
LCL/LCL458+1.p, Unsat
SET/SET056+1.p, Unsat
SWB/SWB088+1.p, Unsat
SYN/SYN724+1.p, Unsat
GEO/GEO330+1.p, Unsat
LCL/LCL670+1.015.p, Unsat
LAT/LAT350+4.p, Unsat
SWV/SWV066+1.p, Unsat
ALG/ALG123+1.p, Unsat
KRS/KRS255+1.p, Unsat
SYN/SYN504+1.p, Unsat
GEO/GEO224+3.p, Unsat
NUM/NUM309+1.p, Unsat
NUM/NUM650+4.p, Unsat
SET/SET713+4.p, Unsat
SWW/SWW337+1.p, Unsat
SEU/SEU361+1.p, Unsat
CSR/CSR067+3.p, Unsat
SYO/SYO525+1.027.p, Unsat
NUM/NUM693+4.p, Unsat
SYN/SYN976+1.p, Unsat
